Unnamed: 0,ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
2139,2456,Uridine phosphorylase 1,UPP1,,X90858,Q16831,UPP1_HUMAN,3EUE; 3EUF; 3NBQ,,UPP1,HGNC:12576,Humans,DB07437
2140,2458,Plasma protease C1 inhibitor,SERPING1,,X54486,P05155,IC1_HUMAN,1M6Q; 2OAY,,SERPING1,HGNC:1228,Humans,DB05961; DB09130
2141,2459,"Keratin, type II cytoskeletal 7",KRT7,,AJ238246,P08729,K2C7_HUMAN,4XIF,,KRT7,HGNC:6445,Humans,DB01087
2142,2460,E3 ubiquitin-protein ligase UBR4,UBR4,,AF348492,Q5T4S7,UBR4_HUMAN,,,ZUBR1,HGNC:30313,Humans,DB05483
2143,2461,NAD-dependent protein deacetylase sirtuin-1,SIRT1,,AF083106,Q96EB6,SIR1_HUMAN,4I5I; 4IF6; 4IG9; 4KXQ; 4ZZH; 4ZZI; 4ZZJ; 5BTR,,SIRT1,HGNC:14929,Humans,DB02709; DB13978; DB15493
2144,2463,C-C chemokine receptor type 9,CCR9,,AJ132337,P51686,CCR9_HUMAN,,,CCR9,HGNC:1610,Humans,DB15250
2146,2467,Protein disulfide-isomerase,P4HB,,X05130,P07237,PDIA1_HUMAN,1BJX; 1MEK; 1X5C; 2BJX; 2K18; 3BJ5; 3UEM; 4EKZ; 4EL1; 4JU5,,P4HB,HGNC:8548,Humans,DB01593; DB03615; DB09130; DB11638; DB14487; DB14533; DB14548
2147,2468,Voltage-dependent anion-selective channel protein 1,VDAC1,,L06132,P21796,VDAC1_HUMAN,2JK4; 2K4T,,VDAC1,HGNC:12669,Humans,DB01375; DB09061; DB14011
2148,2469,Voltage-dependent anion-selective channel protein 2,VDAC2,,L08666,P45880,VDAC2_HUMAN,,,VDAC2,HGNC:12672,Humans,DB01375; DB06098
2149,2470,Voltage-dependent anion-selective channel protein 3,VDAC3,,U90943,Q9Y277,VDAC3_HUMAN,,,VDAC3,HGNC:12674,Humans,DB01375; DB06098
2150,2471,C-C motif chemokine 3,CCL3,,D00044,P10147,CCL3_HUMAN,1B50; 1B53; 2X69; 2X6G; 3FPU; 3H44; 3KBX; 4RA8; 4ZKB,,CCL3,HGNC:10627,Humans,DB05364
2155,2476,Oxidoreductase HTATIP2,HTATIP2,,U69161,Q9BUP3,HTAI2_HUMAN,2BKA,,HTATIP2,HGNC:16637,Humans,DB11077
2157,2478,Telomerase-binding protein EST1A,SMG6,,AY145883,Q86US8,EST1A_HUMAN,2DOK; 2HWW; 2HWX; 4UM2,,SMG6,HGNC:17809,Humans,DB05036
2158,2479,N-terminal kinase-like protein,SCYL1,,AB051427,Q96KG9,NTKL_HUMAN,,,SCYL1,HGNC:14372,Humans,DB05036
2159,2480,Prostaglandin E synthase 3,PTGES3,,L24804,Q15185,TEBP_HUMAN,1EJF; 1LG0,,PTGES3,HGNC:16049,Humans,DB00316; DB05036; DB09130
2160,2481,Granulocyte-macrophage colony-stimulating factor,CSF2,,M13207,P04141,CSF2_HUMAN,1CSG; 2GMF; 4NKQ; 4RS1; 5C7X; 5D70; 5D71; 5D72,,CSF2,HGNC:2434,Humans,DB05194
2163,2484,Interleukin-10,IL10,,M57627,P22301,IL10_HUMAN,1ILK; 1INR; 1J7V; 1LK3; 1Y6K; 2H24; 2ILK,,IL10,HGNC:5962,Humans,DB05744
2164,2486,Glial cell line-derived neurotrophic factor,GDNF,,L19063,P39905,GDNF_HUMAN,2V5E; 3FUB; 4UX8,,GDNF,HGNC:4232,Humans,DB09301
2178,2501,Probable ATP-dependent RNA helicase DDX6,DDX6,,BC065007,P26196,DDX6_HUMAN,1VEC; 2WAX; 2WAY; 4CRW; 4CT4; 4CT5; 5ANR,,DDX6,HGNC:2747,Humans,DB01694
2180,2503,Hypoxia-inducible factor 1-alpha inhibitor,HIF1AN,,AF395830,Q9NWT6,HIF1N_HUMAN,1H2K; 1H2L; 1H2M; 1H2N; 1IZ3; 1MZE; 1MZF; 1YCI; 2CGN; 2CGO; 2ILM; 2W0X; 2WA3; 2WA4; 2XUM; 2Y0I; 2YC0; 2YDE; 3D8C; 3KCX; 3KCY; 3OD4; 3P3N; 3P3P; 4AI8; 4B7E; 4B7K; 4BIO; 4JAA; 4NR1,,HIF1AN,HGNC:17113,Humans,DB01694; DB08263
2190,2513,Wiskott-Aldrich syndrome protein,WAS,,U12707,P42768,WASP_HUMAN,1CEE; 1EJ5; 1T84; 2A3Z; 2K42; 2OT0,,WAS,HGNC:12731,Humans,DB01731
2194,2517,tRNA (cytosine(38)-C(5))-methyltransferase,TRDMT1,,AF012128,O14717,TRDMT_HUMAN,1G55,,TRDMT1,HGNC:2977,Humans,DB00738; DB01752; DB09462
2201,2524,Histone-lysine N-methyltransferase SETD7,SETD7,,AF448510,Q8WTS6,SETD7_HUMAN,1H3I; 1MT6; 1MUF; 1N6A; 1N6C; 1O9S; 1XQH; 2F69; 3CBM; 3CBO; 3CBP; 3M53; 3M54; 3M55; 3M56; 3M57; 3M58; 3M59; 3M5A; 3OS5; 3VUZ; 3VV0; 4E47; 4J7F; 4J7I; 4J83; 4J8O; 4JDS; 4JLG,,SETD7,HGNC:30412,Humans,DB01752
2221,2559,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,NDST1,,U18918,P52848,NDST1_HUMAN,1NST,,NDST1,HGNC:7680,Humans,DB01812
2223,2561,Sulfotransferase family cytosolic 1B member 1,SULT1B1,,D89479,O43704,ST1B1_HUMAN,2Z5F; 3CKL,,SULT1B1,HGNC:17845,Humans,DB01812
2246,2624,C-terminal-binding protein 1,CTBP1,,U37408,Q13363,CTBP1_HUMAN,1MX3; 4LCE; 4U6Q; 4U6S,,CTBP1,HGNC:2494,Humans,DB01942
2253,2638,Cytochrome P450 3A4,CYP3A4,,M18907,P08684,CP3A4_HUMAN,1TQN; 1W0E; 1W0F; 1W0G; 2J0D; 2V0M; 3NXU; 3TJS; 3UA1; 4D6Z; 4D75; 4D78; 4D7D; 4I3Q; 4I4G; 4I4H; 4K9T; 4K9U; 4K9V; 4K9W; 4K9X; 4NY4; 5A1P; 5A1R,,CYP3A4,HGNC:2637,Humans,DB00143; DB00951; DB05478; DB06634; DB09065
2254,2639,Pancreatic alpha-amylase,AMY2A,,M18785,P04746,AMYP_HUMAN,1B2Y; 1BSI; 1CPU; 1HNY; 1KB3; 1KBB; 1KBK; 1KGU; 1KGW; 1KGX; 1U2Y; 1U30; 1U33; 1XCW; 1XCX; 1XD0; 1XD1; 1XGZ; 1XH0; 1XH1; 1XH2; 2CPU; 2QMK; 2QV4; 3BAI; 3BAJ; 3BAK; 3BAW; 3BAX; 3BAY; 3CPU; 3IJ7; 3IJ8; 3IJ9; 3OLD; 3OLE; 3OLG; 3OLI; 4GQQ; 4GQR; 4W93; 4X9Y,,AMY2A,HGNC:477,Humans,DB00284; DB01922; DB02218; DB02379; DB02889; DB03088; DB03092; DB03439; DB03495; DB03773; DB03971; DB04453; DB04618
2256,2641,Peripheral plasma membrane protein CASK,CASK,,AF032119,O14936,CSKP_HUMAN,1KGD; 1KWA; 1ZL8; 3C0G; 3C0H; 3C0I; 3MFR; 3MFS; 3MFT; 3MFU; 3TAC,,CASK,HGNC:1497,Humans,DB01942; DB12010
2267,2652,Gephyrin,GPHN,,AF272663,Q9NQX3,GEPH_HUMAN,1JLJ,,GPHN,HGNC:15465,Humans,DB01942; DB03366; DB03766
2269,2654,Cytohesin-2,CYTH2,,X99753,Q99418,CYH2_HUMAN,1PBV; 1R8M; 1R8Q; 1R8S; 1S9D; 4JMI; 4JMO; 4JWL; 4JXH; 4L5M,,PSCD2,HGNC:9502,Humans,DB01863; DB01942; DB03401; DB04530; DB07348
2297,2683,Histone acetyltransferase KAT2B,KAT2B,,U57317,Q92831,KAT2B_HUMAN,1CM0; 1JM4; 1N72; 1WUG; 1WUM; 1ZS5; 2RNW; 2RNX; 3GG3; 4NSQ,,PCAF,HGNC:8638,Humans,DB01992; DB08186; DB08291
2317,2705,Liver carboxylesterase 1,CES1,,M73499,P23141,EST1_HUMAN,1MX1; 1MX5; 1MX9; 1YA4; 1YA8; 1YAH; 1YAJ; 2DQY; 2DQZ; 2DR0; 2H7C; 2HRQ; 2HRR; 3K9B; 4AB1,,CES1,HGNC:1863,Humans,DB00382; DB00454; DB00583; DB00647; DB00907; DB01183; DB01452; DB01599; DB02161; DB02659; DB03056; DB03721; DB04795; DB04838; DB06442; DB07821; DB08224
2320,2708,U1 small nuclear ribonucleoprotein A,SNRPA,,M60784,P09012,SNRPA_HUMAN,1AUD; 1DRZ; 1DZ5; 1FHT; 1M5K; 1M5O; 1M5P; 1M5V; 1NU4; 1OIA; 1SJ3; 1SJ4; 1SJF; 1U6B; 1URN; 1VBX; 1VBY; 1VBZ; 1VC0; 1VC5; 1VC6; 1ZZN; 2A3J; 2NZ4; 2OIH; 2OJ3; 2U1A; 3BO2; 3BO3; 3BO4; 3CUL; 3CUN; 3EGZ; 3G8S; 3G8T; 3G96; 3G9C; 3HHN; 3IIN; 3IRW; 3IWN; 3K0J; 3L3C; 3MUM; 3MUR; 3MUT; 3MUV; 3MXH; 3P49; 3PGW; 3R1H; 3R1L; 3UCU; 3UCZ; 3UD3; 3UD4; 3UTR; 4C4W; 4PR6; 4PRF; 4W90; 4W92; 4YB1,,SNRPA,HGNC:11151,Humans,DB02175
2353,2769,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",CLPP,,Z50853,Q16740,CLPP_HUMAN,1TG6,,CLPP,HGNC:2084,Humans,DB04464
2356,2789,Protein S100-A11,S100A11,,D38583,P31949,S10AB_HUMAN,1V4Z; 1V50; 2LUC,,S100A11,HGNC:10488,Humans,DB02482
2357,2790,Mitogen-activated protein kinase 12,MAPK12,,X79483,P53778,MK12_HUMAN,1CM8; 4QUM,,MAPK12,HGNC:6874,Humans,DB02482; DB04395; DB05157; DB05403
2358,2791,Peroxisomal trans-2-enoyl-CoA reductase,PECR,,AJ250303,Q9BY49,PECR_HUMAN,1YXM,,PECR,HGNC:18281,Humans,DB00173
2360,2793,Cytochrome P450 2C9,CYP2C9,,AY341248,P11712,CP2C9_HUMAN,1OG2; 1OG5; 1R9O; 4NZ2,,CYP2C9,HGNC:2623,Humans,DB03317; DB11994; DB12319
2365,2804,Deoxycytidine kinase,DCK,,M60527,P27707,DCK_HUMAN,1P5Z; 1P60; 1P61; 1P62; 2A2Z; 2A30; 2A7Q; 2NO0; 2NO1; 2NO6; 2NO7; 2NO9; 2NOA; 2QRN; 2QRO; 2ZI3; 2ZI4; 2ZI5; 2ZI6; 2ZI7; 2ZI9; 2ZIA; 3HP1; 3IPX; 3IPY; 3KFX; 3MJR; 3QEJ; 3QEN; 3QEO; 4JLJ; 4JLK; 4JLM; 4JLN; 4KCG; 4L5B; 4Q18; 4Q19; 4Q1A; 4Q1B; 4Q1C; 4Q1D; 4Q1E; 4Q1F,,DCK,HGNC:2704,Humans,DB01073; DB02594; DB05494
2374,2815,Ig gamma-1 chain C region,IGHG1,,,P01857,IGHG1_HUMAN,1AJ7; 1AQK; 1BEY; 1D5B; 1D5I; 1D6V; 1DFB; 1DN2; 1E4K; 1FC1; 1FC2; 1FCC; 1GAF; 1H3T; 1H3U; 1H3V; 1H3W; 1H3X; 1H3Y; 1HKL; 1HZH; 1I7Z; 1L6X; 1N7M; 1OP3; 1OQO; 1OQX; 1T83; 1T89; 1VGE; 2DTS; 2GJ7; 2I5Y; 2IWG; 2J6E; 2JB5; 2JB6; 2O5X; 2O5Y; 2O5Z; 2OSL; 2QAD; 2QL1; 2QQK; 2QQL; 2QQN; 2QR0; 2R56; 2RCJ; 2RCS; 2VXQ; 2WAH; 3AGV; 3AVE; 3AY4; 3B2U; 3B2V; 3BDY; 3BE1; 3BKY; 3BN9; 3BQU; 3C08; 3C09; 3C2S; 3CFJ; 3CFK; 3CSY; 3D0L; 3D0V; 3D6G; 3D85; 3DJ9; 3DNK; 3DO3; 3DRO; 3DRQ; 3DVG; 3DVN; 3EYF; 3EYO; 3EYQ; 3FJT; 3O11; 3RY6; 3S7G; 3SGJ; 3SGK; 3TV3; 3TWC; 3TYG; 3U0W; 3U7W; 3U7Y; 3V7M; 3V8C; 3V95; 3WJJ; 3WJL; 3WKN; 3WN5; 4ACP; 4B7I; 4BM7; 4BSV; 4BSW; 4BYH; 4CDH; 4D9Q; 4D9R; 4DAG; 4DZ8; 4EOW; 4J12; 4KU1; 4LLD; 4LLM; 4LLQ; 4N0U; 4NQS; 4NQT; 4NQU; 4NWT; 4NWU; 4O4Y; 4O51; 4Q6Y; 4Q74; 4Q7D; 4W4N; 4W4O; 4WI2; 4WI3; 4WI4; 4WI5; 4WI6; 4WI7; 4WI8; 4WI9; 4X4M; 4X98; 4X99; 4ZNE; 5BW7,,IGHG1,HGNC:5525,Humans,DB01631; DB03740; DB04473; DB04639; DB07371; DB07375; DB07441; DB07672; DB07764; DB07816; DB07881; DB07883; DB07909; DB08294; DB08296; DB08332; DB08377; DB08394; DB08409; DB08410; DB08411; DB08412; DB08562; DB09130
2391,2833,Copper transport protein ATOX1,ATOX1,,U70660,O00244,ATOX1_HUMAN,1FE0; 1FE4; 1FEE; 1TL4; 1TL5; 2K1R; 2LQ9; 3CJK; 3IWL; 3IWX; 4QOT; 4YDX; 4YEA,,ATOX1,HGNC:798,Humans,DB00515; DB02772; DB03127
2397,2840,Estradiol 17-beta-dehydrogenase 11,HSD17B11,,AF126780,Q8NBQ5,DHB11_HUMAN,1YB1,,HSD17B11,HGNC:22960,Humans,DB02854
2399,2842,Zinc finger Y-chromosomal protein,ZFY,,L10393,P08048,ZFY_HUMAN,1KLR; 1KLS; 1XRZ; 5ZNF; 7ZNF,,ZFY,HGNC:12870,Humans,DB02884; DB05483
2407,2851,Mismatch repair endonuclease PMS2,PMS2,,U13696,P54278,PMS2_HUMAN,1EA6; 1H7S; 1H7U,,PMS2,HGNC:9122,Humans,DB02930
2409,2854,Beta-2-glycoprotein 1,APOH,,X53595,P02749,APOH_HUMAN,1C1Z; 1G4F; 1G4G; 1QUB; 2KRI; 3OP8; 4JHS,,APOH,HGNC:616,Humans,DB05446; DB09130
2410,2857,Zinc-alpha-2-glycoprotein,AZGP1,,D90427,P25311,ZA2G_HUMAN,1T7V; 1T7W; 1T7X; 1T7Y; 1T7Z; 1T80; 1ZAG; 3ES6,,AZGP1,HGNC:910,Humans,DB03721; DB09130
2418,2887,Cytochrome P450 2C8,CYP2C8,,M17397,P10632,CP2C8_HUMAN,1PQ2; 2NNH; 2NNI; 2NNJ; 2VN0,,CYP2C8,HGNC:2622,Humans,DB00951; DB03796; DB08607
2425,2927,"Sulfite oxidase, mitochondrial",SUOX,,L31573,P51687,SUOX_HUMAN,1MJ4,,SUOX,HGNC:11460,Humans,DB03983
2431,2941,C-C motif chemokine 8,CCL8,,Y10802,P80075,CCL8_HUMAN,1ESR,,CCL8,HGNC:10635,Humans,DB03088
2436,2950,Protein S100-A6,S100A6,,M14300,P06703,S10A6_HUMAN,1K8U; 1K96; 1K9K; 1K9P; 2M1K,,S100A6,HGNC:10496,Humans,DB11093; DB11348; DB14481
2477,3011,Dehydrogenase/reductase SDR family member 11,DHRS11,,AY358712,Q6UWP2,DHR11_HUMAN,1XG5,,,HGNC:28639,Humans,DB03461
2505,3043,Phosphopantothenoylcysteine decarboxylase,PPCDC,,AY358848,Q96CD2,COAC_HUMAN,1QZU,,PPCDC,HGNC:28107,Humans,DB03247; DB03738
2536,3074,Carbonyl reductase [NADPH] 1,CBR1,,J04056,P16152,CBR1_HUMAN,1WMA; 2PFG; 3BHI; 3BHJ; 3BHM; 4Z3D,,CBR1,HGNC:1548,Humans,DB01698; DB02709; DB03394; DB03556; DB04216; DB04463; DB11672; DB14635
2538,3077,Peptidoglycan recognition protein 3,PGLYRP3,,AY035376,Q96LB9,PGRP3_HUMAN,1SK3; 1SK4; 1TWQ; 2APH,,PGLYRP3,HGNC:30014,Humans,DB04736
2545,3090,Focal adhesion kinase 1,PTK2,,L13616,Q05397,FAK1_HUMAN,1K04; 1K05; 1MP8; 1OW6; 1OW7; 1OW8; 2ETM; 2IJM; 2RA7; 3B71; 3BZ3; 3PXK; 3S9O; 4EBV; 4EBW; 4GU6; 4GU9; 4I4E; 4I4F; 4K8A; 4K9Y; 4KAB; 4KAO; 4NY0; 4Q9S,,PTK2,HGNC:9611,Humans,DB07248; DB07460; DB12010
2546,3094,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,PAPSS1,,Y10387,O43252,PAPS1_HUMAN,1X6V; 1XJQ; 1XNJ; 2OFW; 2OFX; 2PEY; 2PEZ; 2QJF,,PAPSS1,HGNC:8603,Humans,DB02661; DB03708; DB09462
2547,3106,Nucleoside diphosphate kinase A,NME1,,X75598,P15531,NDKA_HUMAN,1JXV; 1UCN; 2HVD; 2HVE; 3L7U; 4ENO,,NME1,HGNC:7849,Humans,DB01593; DB02181; DB02345; DB02569; DB02607; DB02887; DB03103; DB03491; DB04068; DB04315; DB04366; DB04542; DB09130; DB14487; DB14533; DB14548
2550,3115,Kinesin-like protein KIF1A,KIF1A,,X90840,Q12756,KIF1A_HUMAN,4EGX; 4EJQ; 4UXO; 4UXP; 4UXR; 4UXS,,KIF1A,HGNC:888,Humans,DB03909; DB04395
2552,3119,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,,L26050,Q16698,DECR_HUMAN,1W6U; 1W73; 1W8D,,DECR1,HGNC:2753,Humans,DB03461; DB08605
2567,3134,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",PDE9A,,AF048837,O76083,PDE9A_HUMAN,2HD1; 2YY2; 3DY8; 3DYL; 3DYN; 3DYQ; 3DYS; 3JSI; 3JSW; 3K3E; 3K3H; 3N3Z; 3QI3; 3QI4; 4E90; 4G2J; 4G2L; 4GH6; 4Y86; 4Y87; 4Y8C,,PDE9A,HGNC:8795,Humans,DB03597; DB07954
2575,3142,Golgi-associated plant pathogenesis-related protein 1,GLIPR2,,AJ011129,Q9H4G4,GAPR1_HUMAN,1SMB; 4AIW,,GLIPR2,HGNC:18007,Humans,DB03661
2579,3160,Serine/threonine-protein phosphatase 5,PPP5C,,X89416,P53041,PPP5_HUMAN,1A17; 1S95; 1WAO; 2BUG; 3H60; 3H61; 3H62; 3H63; 3H64; 3H66; 3H67; 3H68; 3H69,,PPP5C,HGNC:9322,Humans,DB00171
2590,3175,Endonuclease 8-like 1,NEIL1,,AB079068,Q96FI4,NEIL1_HUMAN,1TDH; 4NRV,,NEIL1,HGNC:18448,Humans,DB01592; DB09130; DB14488; DB14489; DB14490; DB14491; DB14501
2594,3179,Hepatocyte nuclear factor 4-gamma,HNF4G,,Z49826,Q14541,HNF4G_HUMAN,1LV2,,HNF4G,HGNC:5026,Humans,DB03796
2596,3181,Trafficking protein particle complex subunit 3,TRAPPC3,,AJ224335,O43617,TPPC3_HUMAN,1SZ7; 2C0J; 2CFH; 3KXC,,TRAPPC3,HGNC:19942,Humans,DB03796; DB08231; DB08342
2606,3191,Lethal(3)malignant brain tumor-like protein 1,L3MBTL1,,U89358,Q9Y468,LMBL1_HUMAN,1OYX; 1OZ2; 1OZ3; 2PQW; 2RHI; 2RHU; 2RHX; 2RHY; 2RHZ; 2RI2; 2RI3; 2RI5; 2RJC; 2RJD; 2RJE; 2RJF; 3OQ5; 3P8H; 3UWN,,L3MBTL,HGNC:15905,Humans,DB03814
2610,3195,Arylsulfatase A,ARSA,,X52151,P15289,ARSA_HUMAN,1AUK; 1E1Z; 1E2S; 1E33; 1E3C; 1N2K; 1N2L; 2AIJ; 2AIK; 2HI8,,ARSA,HGNC:713,Humans,DB01800; DB03821
2611,3196,Calcium-activated potassium channel subunit beta-2,KCNMB2,,AF099137,Q9Y691,KCMB2_HUMAN,1JO6,,KCNMB2,HGNC:6286,Humans,DB03861
2614,3199,Pituitary adenylate cyclase-activating polypeptide,ADCYAP1,,S83513,P18509,PACA_HUMAN,1GEA; 2D2P; 2JOD,,ADCYAP1,HGNC:241,Humans,DB03988
2615,3200,Sialidase-2,NEU2,,Y16535,Q9Y3R4,NEUR2_HUMAN,1SNT; 1SO7; 1VCU; 2F0Z; 2F10; 2F11; 2F12; 2F13; 2F24; 2F25; 2F26; 2F27; 2F28; 2F29; 4NC5; 4NCS,,NEU2,HGNC:7759,Humans,DB00198; DB00558; DB03991; DB07960
2616,3201,Annexin A3,ANXA3,,M20560,P12429,ANXA3_HUMAN,1AII; 1AXN,,ANXA3,HGNC:541,Humans,DB00591; DB03994; DB09095
2633,3247,Galectin-2,LGALS2,,M87860,P05162,LEG2_HUMAN,1HLC,,LGALS2,HGNC:6562,Humans,DB02379
2642,3257,Carboxypeptidase B,CPB1,,M81057,P15086,CBPB1_HUMAN,1KWM; 1ZLI,,CPB1,HGNC:2299,Humans,DB04272; DB04723; DB06835; DB06921; DB07136; DB07157; DB07182; DB07269
2647,3262,Pleckstrin homology domain-containing family A member 1,PLEKHA1,,AF286160,Q9HB21,PKHA1_HUMAN,1EAZ,,PLEKHA1,HGNC:14335,Humans,DB04272
2651,3266,Complement component C8 gamma chain,C8G,,M17263,P07360,CO8G_HUMAN,1IW2; 1LF7; 2OVA; 2OVD; 2OVE; 2QOS; 2RD7; 3OJY,,C8G,HGNC:1354,Humans,DB01593; DB03017; DB04272; DB14487
2662,3277,ADP-ribosylation factor 4,ARF4,,M36341,P18085,ARF4_HUMAN,1Z6X,,ARF4,HGNC:655,Humans,DB04315
2663,3278,"GDP-mannose 4,6 dehydratase",GMDS,,AF042377,O60547,GMDS_HUMAN,1T2A,,GMDS,HGNC:4369,Humans,DB02547; DB04315
2666,3281,Nucleoside diphosphate kinase B,NME2,,X58965,P22392,NDKB_HUMAN,1NSK; 1NUE; 3BBB; 3BBC; 3BBF,,NME2,HGNC:7850,Humans,DB04315
2669,3284,ADP-ribosylation factor-like protein 5A,ARL5A,,AF087889,Q9Y689,ARL5A_HUMAN,1Z6Y; 1ZJ6; 2H16; 2H17,,ARL5A,HGNC:696,Humans,DB04315
2680,3295,Galactokinase,GALK1,,U26401,P51570,GALK1_HUMAN,1WUU; 1YH7,,GALK1,HGNC:4118,Humans,DB04395
2683,3298,Integrin beta-4,ITGB4,,X52186,P16144,ITB4_HUMAN,1QG3; 2YRZ; 3F7P; 3F7Q; 3F7R; 3FQ4; 3FSO; 3H6A; 4Q58; 4WTW; 4WTX,,ITGB4,HGNC:6158,Humans,DB05122
2685,3309,Parathyroid hormone,PTH,,V00597,P01270,PTHY_HUMAN,1BWX; 1ET1; 1ET2; 1FVY; 1HPH; 1HPY; 1HTH; 1ZWA; 1ZWB; 1ZWD; 1ZWE; 1ZWF; 1ZWG; 2L1X; 3C4M,,PTH,HGNC:9606,Humans,DB04419
2692,3316,Axin-1,AXIN1,,AE006463,O15169,AXIN1_HUMAN,1DK8; 1EMU; 1O9U; 3ZDI; 4B7T; 4NM0; 4NM3; 4NM5; 4NM7; 4NU1,,AXIN1,HGNC:903,Humans,DB04447
2693,3317,Ribonuclease pancreatic,RNASE1,,D26129,P07998,RNAS1_HUMAN,1DZA; 1E21; 1H8X; 1Z7X; 2E0J; 2E0L; 2E0M; 2E0O; 2K11; 2Q4G; 3F8G; 4KXH,,RNASE1,HGNC:10044,Humans,DB00128; DB00536; DB01812; DB01842; DB01942; DB01961; DB02098; DB02363; DB02573; DB02714; DB02805; DB02987; DB03155; DB03186; DB03326; DB03447; DB03448; DB03512; DB03726; DB03765; DB03792; DB03900; DB04272; DB04464; DB04514; DB08596; DB08661
2695,3319,Potassium voltage-gated channel subfamily C member 4,KCNC4,,AL137790,Q03721,KCNC4_HUMAN,1B4G; 1B4I; 1ZTN,,KCNC4,HGNC:6236,Humans,DB04522
2699,3323,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",PDE1B,,U56976,Q01064,PDE1B_HUMAN,1LXR; 1TAZ; 4NPV; 4NPW,,PDE1B,HGNC:8775,Humans,DB00622; DB01023; DB01244; DB04530
2706,3330,Glutaminyl-peptide cyclotransferase,QPCT,,X71125,Q16769,QPCT_HUMAN,1MOI; 2AFM; 2AFO; 2AFS; 2AFU; 2AFW; 2AFX; 2AFZ; 2ZED; 2ZEE; 2ZEF; 2ZEG; 2ZEH; 2ZEL; 2ZEM; 2ZEN; 2ZEO; 2ZEP; 3PBB; 3PBE; 3SI0; 4YU9; 4YWY,,QPCT,HGNC:9753,Humans,DB04581; DB04622; DB04636
2708,3332,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",HMGCL,,L07033,P35914,HMGCL_HUMAN,2CW6; 3MP3; 3MP4; 3MP5,,HMGCL,HGNC:5005,Humans,DB04594
2710,3334,Casein kinase I isoform gamma-2,CSNK1G2,,U89896,P78368,KC1G2_HUMAN,2C47,,CSNK1G2,HGNC:2455,Humans,DB03083; DB03693; DB04604
2711,3335,Wee1-like protein kinase,WEE1,,U10564,P30291,WEE1_HUMAN,1X8B; 2IN6; 2IO6; 2Z2W; 3BI6; 3BIZ; 3CQE; 3CR0,,WEE1,HGNC:12761,Humans,DB04608; DB07006; DB07226; DB07257; DB07265; DB08365; DB11740; DB12010
2712,3336,Cytochrome P450 2A6,CYP2A6,,X13897,P11509,CP2A6_HUMAN,1Z10; 1Z11; 2FDU; 2FDV; 2FDW; 2FDY; 3EBS; 3T3Q; 3T3R; 4EJJ; 4RUI,,CYP2A6,HGNC:2610,Humans,DB04665; DB07609; DB07617; DB07621; DB07623
2721,3346,Calpain-1 catalytic subunit,CAPN1,,X04366,P07384,CAN1_HUMAN,1ZCM; 2ARY,,CAPN1,HGNC:1476,Humans,DB04276; DB04653; DB07627
2734,3359,Steroidogenic factor 1,NR5A1,,U76388,Q13285,STF1_HUMAN,1YOW; 1ZDT; 4QJR; 4QK4,,NR5A1,HGNC:7983,Humans,DB04683; DB04752
2737,3362,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",SIRT5,,AF083110,Q9NXA8,SIR5_HUMAN,2B4Y; 2NYR; 3RIG; 3RIY; 4F4U; 4F56; 4G1C; 4HDA,,SIRT5,HGNC:14933,Humans,DB02059; DB02701; DB03478; DB04786; DB15493
2746,3371,Metalloproteinase inhibitor 3,TIMP3,,X76227,P35625,TIMP3_HUMAN,3CKI,,TIMP3,HGNC:11822,Humans,DB05383
2749,3374,Macrophage erythroblast attacher,MAEA,,AK001088,Q7L5Y9,MAEA_HUMAN,,,MAEA,HGNC:13731,Humans,DB05389
2750,3375,Scavenger receptor cysteine-rich type 1 protein M130,CD163,,BC051281,Q86VB7,C163A_HUMAN,,,CD163,HGNC:1631,Humans,DB05389
2751,3376,Leptin receptor,LEPR,,U43168,P48357,LEPR_HUMAN,3V6O,,LEPR,HGNC:6554,Humans,DB05098
2752,3377,CD9 antigen,CD9,,S60489,P21926,CD9_HUMAN,,,CD9,HGNC:1709,Humans,DB05398
2753,3378,Glucose-dependent insulinotropic receptor,GPR119,,AB083584,Q8TDV5,GP119_HUMAN,,,GPR119,HGNC:19060,Humans,DB05166
2754,3379,Angiopoietin-1 receptor,TEK,,L06139,Q02763,TIE2_HUMAN,1FVR; 2GY5; 2GY7; 2OO8; 2OSC; 2P4I; 2WQB; 3BEA; 3L8P; 4K0V; 4X3J,,TEK,HGNC:11724,Humans,DB00415; DB05294; DB08221; DB08896; DB08901; DB11800; DB12010; DB14840
